ID,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
5107,RNWK,"RealNetworks, Inc.",5.07,$187.44M,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/rnwk
5108,RLGY,Realogy Holdings Corp.,28.82,$4.11B,2012,Finance,Real Estate,http://www.nasdaq.com/symbol/rlgy
5109,RP,"RealPage, Inc.",33.5,$2.7B,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rp
5110,O,Realty Income Corporation,63.19,$16.34B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/o
5111,O^F,Realty Income Corporation,25.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/o^f
5112,RETA,"Reata Pharmaceuticals, Inc.",25.43,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reta
5113,UTG,Reaves Utility Income Fund,33.58,$1.15B,2004,n/a,n/a,http://www.nasdaq.com/symbol/utg
5114,DAX,Recon Capital DAX Germany ETF,25.989,$15.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dax
5115,QYLD,Recon Capital NASDAQ-100 Covered Call ETF,23.05,$18.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qyld
5116,RCON,"Recon Technology, Ltd.",1.28,$7.98M,2009,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/rcon
5117,REPH,"Recro Pharma, Inc.",7.31,$137.96M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reph
5118,RHT,"Red Hat, Inc.",84.86,$15.13B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/rht
5119,RLH,Red Lion Hotels Corporation,7.8,$163.29M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/rlh
5120,RRGB,"Red Robin Gourmet Burgers, Inc.",47,$604.31M,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rrgb
5121,RRR,"Red Rock Resorts, Inc.",22.34,$2.59B,2016,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/rrr
5122,RDHL,Redhill Biopharma Ltd.,9.43,$160.81M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdhl
5123,RWT,"Redwood Trust, Inc.",16.42,$1.26B,1995,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rwt
5124,REED,"Reeds, Inc.",4.05,$56.59M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/reed
5125,RBC,Regal Beloit Corporation,75.25,$3.37B,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/rbc
5126,RGC,Regal Entertainment Group,21.56,$3.38B,2002,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rgc
5127,REG,Regency Centers Corporation,71.19,$7.44B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/reg
5128,REG^G,Regency Centers Corporation,25.1366,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/reg^g
5129,REGN,"Regeneron Pharmaceuticals, Inc.",361.01,$38.3B,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/regn
5130,RGNX,REGENXBIO Inc.,17.35,$459.35M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgnx
5131,RM,Regional Management Corp.,21.51,$249.07M,2012,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/rm
5132,RF,Regions Financial Corporation,15.2,$18.71B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rf
5133,RF^A,Regions Financial Corporation,26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rf^a
5134,RF^B,Regions Financial Corporation,28.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rf^b
5135,RGS,Regis Corporation,12.47,$577.21M,1991,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/rgs
5136,RGLS,Regulus Therapeutics Inc.,1.1,$58.22M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgls
5137,RGA,"Reinsurance Group of America, Incorporated",129.4,$8.32B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rga
5138,RZA,"Reinsurance Group of America, Incorporated",29.99,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rza
5139,RZB,"Reinsurance Group of America, Incorporated",28.06,n/a,2016,Finance,Life Insurance,http://www.nasdaq.com/symbol/rzb
5140,REIS,"Reis, Inc",19.95,$225.47M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/reis
5141,RS,Reliance Steel & Aluminum Co.,84.08,$6.11B,1994,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/rs
5142,RELV,"Reliv&#39; International, Inc.",5.8,$10.7M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/relv
5143,RWC,RELM Wireless Corporation,5.05,$69.46M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/rwc
5144,RENX,RELX N.V.,17.69,$36.36B,2015,Consumer Services,Publishing,http://www.nasdaq.com/symbol/renx
5145,RELX,RELX PLC,19.07,$39.2B,2015,Consumer Services,Publishing,http://www.nasdaq.com/symbol/relx
5146,MARK,"Remark Media, Inc.",3,$65.25M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/mark
5147,RNR,RenaissanceRe Holdings Ltd.,146.28,$6.02B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rnr
5148,RNR^C,RenaissanceRe Holdings Ltd.,25.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnr^c
5149,RNR^E,RenaissanceRe Holdings Ltd.,24.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnr^e
5150,RNST,Renasant Corporation,41.13,$1.82B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rnst
5151,SOL,Renesola Ltd.,3.06,$62.18M,2008,Technology,Semiconductors,http://www.nasdaq.com/symbol/sol
5152,REGI,"Renewable Energy Group, Inc.",8.425,$324.81M,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/regi
5153,RCG,"RENN Fund, Inc.",1.4072,$6.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rcg
5154,RNVA,"Rennova Health, Inc.",1.98,$10.03M,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/rnva
5155,RNVAZ,"Rennova Health, Inc.",0.0234,n/a,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/rnvaz
5156,RENN,Renren Inc.,8.28,$562.9M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/renn
5157,RCII,Rent-A-Center Inc.,8.64,$459.21M,1995,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/rcii
5158,RTK,"Rentech, Inc.",1.05,$24.35M,1991,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rtk
5159,RGEN,Repligen Corporation,32.13,$1.09B,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgen
5160,RPRX,Repros Therapeutics Inc.,1.19,$30.26M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprx
5161,RBCAA,"Republic Bancorp, Inc.",35.71,$744.98M,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/rbcaa
5162,FRBK,"Republic First Bancorp, Inc.",7.95,$450.22M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frbk
5163,RSG,"Republic Services, Inc.",61.35,$20.81B,1998,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/rsg
5164,REFR,Research Frontiers Incorporated,1.7,$40.87M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/refr
5165,RMD,ResMed Inc.,71.96,$10.19B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rmd
5166,REN           ,Resolute Energy Corporation,46.61,$1.02B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ren
5167,RFP,Resolute Forest Products Inc.,4.5,$404.37M,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/rfp
5168,RESN,Resonant Inc.,4.885,$60.78M,2014,Technology,Semiconductors,http://www.nasdaq.com/symbol/resn
5169,RSO,Resource Capital Corp.,8.5,$264.03M,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rso
5170,RSO^A,Resource Capital Corp.,24.2501,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^a
5171,RSO^B,Resource Capital Corp.,23.3032,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^b
5172,RSO^C,Resource Capital Corp.,24.1953,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^c
5173,RECN,"Resources Connection, Inc.",17,$505.3M,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/recn
5174,QSR,Restaurant Brands International Inc.,55.47,$13.01B,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/qsr
5175,ROIC,Retail Opportunity Investments Corp.,22.04,$2.41B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roic
5176,RPAI,"Retail Properties of America, Inc.",15.58,$3.69B,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpai
5177,RPAI^A,"Retail Properties of America, Inc.",25.41,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rpai^a
5178,SALE,"RetailMeNot, Inc.",9.15,$437.88M,2013,Consumer Services,Advertising,http://www.nasdaq.com/symbol/sale
5179,RVP,"Retractable Technologies, Inc.",1.07,$33.87M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rvp
5180,RTRX,"Retrophin, Inc.",20.36,$768.23M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rtrx
5181,REVG,"REV Group, Inc.",27.74,$1.77B,2017,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/revg
5182,RVNC,"Revance Therapeutics, Inc.",20.3,$578.86M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rvnc
5183,RVEN,"Reven Housing REIT, Inc.",5.8101,$61.31M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rven
5184,REV,"Revlon, Inc.",34.7,$1.82B,1996,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/rev
5185,RVLT,"Revolution Lighting Technologies, Inc.",6.73,$140.29M,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/rvlt
5186,RWLK,ReWalk Robotics Ltd,2.3,$37.61M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rwlk
5187,REX,REX American Resources Corporation,80.5,$529.85M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/rex
5188,REXX,Rex Energy Corporation,0.61,$59.71M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rexx
5189,RNN,"Rexahn Pharmaceuticals, Inc.",0.2379,$56.47M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rnn
5190,REXR,"Rexford Industrial Realty, Inc.",23.2,$1.54B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rexr
5191,REXR^A,"Rexford Industrial Realty, Inc.",24.012,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rexr^a
5192,RXN,Rexnord Corporation,22.04,$2.28B,2012,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rxn
5193,RXN^A,Rexnord Corporation,52.733,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rxn^a
5194,RAI,Reynolds American Inc,61.5,$87.69B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/rai
5195,RFIL,"RF Industries, Ltd.",1.55,$13.69M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/rfil
5196,RGCO,RGC Resources Inc.,26.9792,$129.59M,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/rgco
5197,RH,RH,31.34,$1.28B,2012,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/rh
5198,RICE,Rice Energy Inc.,18.62,$3.77B,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rice
5199,RMP,Rice Midstream Partners LP,23.98,$2.44B,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/rmp
5200,RIBT,RiceBran Technologies,0.8,$8.62M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribt
5201,RIBTW,RiceBran Technologies,0.1505,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribtw
5202,RELL,"Richardson Electronics, Ltd.",6.23,$80.02M,1983,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rell
5203,RIC,"Richmont Mines, Inc.",8.65,$545.51M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ric
5204,RIGL,"Rigel Pharmaceuticals, Inc.",2.3,$280.46M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rigl
5205,NAME,"Rightside Group, Ltd.",8.29,$161.01M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/name
5206,RNET,"RigNet, Inc.",18.35,$328.97M,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rnet
5207,REI,"Ring Energy, Inc.",12.21,$591.48M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rei
5208,RNG,"Ringcentral, Inc.",26.25,$1.93B,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/rng
5209,RIO,Rio Tinto Plc,41.69,$92.68B,2002,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rio
5210,RBA,Ritchie Bros. Auctioneers Incorporated,34,$3.63B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rba
5211,RAD,Rite Aid Corporation,5.97,$6.28B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/rad
5212,RTTR,"Ritter Pharmaceuticals, Inc.",2.89,$33.58M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rttr
5213,RIV,"RiverNorth Opportunities Fund, Inc.",19.7,$73.98M,2015,n/a,n/a,http://www.nasdaq.com/symbol/riv
5214,OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",18.9,$198.45M,2016,n/a,n/a,http://www.nasdaq.com/symbol/opp
5215,RVSB,Riverview Bancorp Inc,7.55,$169.96M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rvsb
5216,RLI,RLI Corp.,58.88,$2.59B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rli
5217,RLJE,"RLJ Entertainment, Inc.",2.3,$12.05M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rlje
5218,RLJ,RLJ Lodging Trust,23.03,$2.86B,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rlj
5219,RMGN,RMG Networks Holding Corporation,0.99,$44.18M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rmgn
5220,RIF,RMR Real Estate Income Fund,21.66,$165.73M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rif
5221,RRTS,"Roadrunner Transportation Systems, Inc",7.35,$281.8M,2010,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/rrts
5222,RHI,Robert Half International Inc.,47.96,$6.13B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rhi
5223,ROBO,ROBO Global Robotics and Automation Index ETF,31.54,$145.08M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/robo
5224,FUEL,Rocket Fuel Inc.,3.07,$139.94M,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fuel
5225,ROK,"Rockwell Automation, Inc.",151.14,$19.44B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rok
5226,COL,"Rockwell Collins, Inc.",94.56,$12.34B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/col
5227,RMTI,"Rockwell Medical, Inc.",6.07,$312.77M,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rmti
5228,RCKY,"Rocky Brands, Inc.",11.3,$83.92M,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/rcky
5229,RMCF,"Rocky Mountain Chocolate Factory, Inc.",10.98,$64.28M,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/rmcf
5230,RCI,"Rogers Communication, Inc.",43.01,$17.31B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/rci
5231,ROG,Rogers Corporation,84.3,$1.52B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/rog
5232,ROKA,"Roka Bioscience, Inc.",4.26,$21.33M,2014,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/roka
5233,ROL,"Rollins, Inc.",36.9,$8.04B,n/a,Finance,Diversified Commercial Services,http://www.nasdaq.com/symbol/rol
5234,RTNB,"root9B Holdings, Inc. ",6.1,$34.31M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/rtnb
5235,ROP,"Roper Technologies, Inc.",209.91,$21.29B,1992,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rop
5236,ROSG,Rosetta Genomics Ltd.,0.45,$10.09M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg
5237,RST,Rosetta Stone,7.8,$172.1M,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rst
5238,ROST,"Ross Stores, Inc.",69.01,$27.2B,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost
5239,RDC,Rowan Companies plc,18.02,$2.26B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rdc
5240,RBPAA,"Royal Bancshares of Pennsylvania, Inc.",4.12,$125.48M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rbpaa
5241,RY,Royal Bank Of Canada,73.77,$109.6B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ry
5242,RY^S,Royal Bank Of Canada,25.31,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ry^s
5243,RY^T,Royal Bank Of Canada,29.73,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ry^t
5244,TALL,Royal Bank Of Canada,23.71,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/tall
5245,RBS,Royal Bank Scotland plc (The),5.91,$34.72B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs
5246,RBS^F,Royal Bank Scotland plc (The),26.29,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs^f
5247,RBS^H,Royal Bank Scotland plc (The),25.87,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs^h
5248,RBS^L,Royal Bank Scotland plc (The),25.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbs^l
5249,RBS^S,Royal Bank Scotland plc (The),25.58,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbs^s
5250,RCL,Royal Caribbean Cruises Ltd.,96.15,$20.63B,1993,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rcl
5251,RDS.A,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rds.a
5252,RDS.B,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rds.b
5253,RGLD,"Royal Gold, Inc.",68.33,$4.46B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rgld
5254,RGT,"Royce Global Value Trust, Inc.",8.62,$89.17M,2013,n/a,n/a,http://www.nasdaq.com/symbol/rgt
5255,RMT,"Royce Micro-Cap Trust, Inc.",8.49,$315.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rmt
5256,RVT,"Royce Value Trust, Inc.",14.38,$1.16B,1986,n/a,n/a,http://www.nasdaq.com/symbol/rvt
5257,RES,"RPC, Inc.",19.48,$4.24B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/res
5258,RPM,RPM International Inc.,53.66,$7.17B,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/rpm
5259,RPXC,RPX Corporation,10.99,$540.19M,2011,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rpxc
5260,RSPP,"RSP Permian, Inc.",39.89,$5.66B,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rspp
5261,RTIX,"RTI Surgical, Inc.",3.6,$210.33M,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix
5262,RBCN,"Rubicon Technology, Inc.",0.58,$15.56M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/rbcn
5263,RT,"Ruby Tuesday, Inc.",1.88,$113.88M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rt
5264,RTEC,"Rudolph Technologies, Inc.",22.35,$698.19M,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtec
5265,RUSHA,"Rush Enterprises, Inc.",35.46,$1.39B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rusha
5266,RUSHB,"Rush Enterprises, Inc.",32.8,$1.29B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rushb
5267,RUTH,"Ruth&#39;s Hospitality Group, Inc.",17.05,$543.7M,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ruth
5268,RXII,RXi Pharmaceuticals Corporation,0.695,$9.14M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxii
5269,RXIIW,RXi Pharmaceuticals Corporation,0.16,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxiiw
5270,RYAAY,Ryanair Holdings plc,81.2,$20.04B,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ryaay
5271,R,"Ryder System, Inc.",75.87,$4.06B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/r
5272,RYI,Ryerson Holding Corporation,10.6,$393.6M,2014,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ryi
5273,RHP,"Ryman Hospitality Properties, Inc.",66.42,$3.39B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rhp
5274,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
5275,SPGI,S&P Global Inc.,130.82,$33.8B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/spgi
5276,STBA,"S&T Bancorp, Inc.",36.85,$1.29B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stba
5277,SANW,S&W Seed Company,4.4,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanw
5278,SCAC,Saban Capital Acquisition Corp.,10.15,$253.75M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scac
5279,SCACU,Saban Capital Acquisition Corp.,10.58,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/scacu
5280,SCACW,Saban Capital Acquisition Corp.,1.4,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scacw
5281,SBR,Sabine Royalty Trust,36.7,$535.06M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sbr
5282,SBRA,"Sabra Healthcare REIT, Inc.",26.97,$1.76B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbra
5283,SBRAP,"Sabra Healthcare REIT, Inc.",25.98,$149.39M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbrap
5284,SABR,Sabre Corporation,21.79,$6.04B,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sabr
5285,SACH,Sachem Capital Corp.,5.13,$57.11M,2017,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sach
5286,SAEX,"SAExploration Holdings, Inc.",5.31,$49.61M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/saex
5287,SB,"Safe Bulkers, Inc",1.34,$136.65M,2008,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sb
5288,SB^B,"Safe Bulkers, Inc",23.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^b
5289,SB^C,"Safe Bulkers, Inc",17.0499,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^c
5290,SB^D,"Safe Bulkers, Inc",16.9502,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^d
5291,SFE,"Safeguard Scientifics, Inc.",12.75,$258.04M,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/sfe
5292,SAFT,"Safety Insurance Group, Inc.",73.15,$1.11B,2002,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/saft
5293,SGA,"Saga Communications, Inc.",50,$293.01M,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sga
5294,SAGE,"Sage Therapeutics, Inc.",62.3,$2.32B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sage
5295,SAIA,"Saia, Inc.",48.3,$1.22B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/saia
5296,SAJA,"Sajan, Inc.",3.9799,$19.09M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/saja
5297,SALM,"Salem Media Group, Inc.",7.05,$182.06M,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/salm
5298,CRM,Salesforce.com Inc,81.78,$56.98B,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/crm
5299,SMM,Salient Midstream & MLP Fund,13.52,$239.61M,2012,n/a,n/a,http://www.nasdaq.com/symbol/smm
5300,SAL,"Salisbury Bancorp, Inc.",39.75,$109.63M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sal
5301,SBH,"Sally Beauty Holdings, Inc.",22.42,$3.2B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sbh
5302,SSN,Samson Oil & Gas Limited,0.57,$9.36M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssn
5303,SJT,San Juan Basin Royalty Trust,6.65,$309.95M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sjt
5304,SN,Sanchez Energy Corporation,11.31,$889.36M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sn
5305,SPP,Sanchez Production Partners LP,12.65,$167.66M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/spp
5306,SAFM,"Sanderson Farms, Inc.",94.44,$2.15B,1987,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/safm
5307,SD,"SandRidge Energy, Inc.",18.86,$388.05M,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sd
5308,SDT,SandRidge Mississippian Trust I,1.52,$42.56M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdt
